,rank,term,p-value,zscore,combined_score,overlap_genes,q-value,7,8,library
141,142,Glycinergic Neurons,0.9343475819351325,0.36561880487114135,0.024827990840365348,['CLIP3'],0.9815874711723177,0,0,PanglaoDBAugmented2021
142,143,Myocytes,0.9352175772129798,0.44904273384976856,0.030075119309960142,"['PXN', 'HSPB2']",0.9815874711723177,0,0,PanglaoDBAugmented2021
143,144,Proximal Tubule Cells,0.9366485405128878,0.44624774587321403,0.02920564640791383,"['C6', 'NME4']",0.9815874711723177,0,0,PanglaoDBAugmented2021
144,145,T Cytotoxic Cells,0.9378365826739906,0.3583418154899602,0.02299822149955149,['BIN2'],0.9815874711723177,0,0,PanglaoDBAugmented2021
145,146,Plasma Cells,0.9394211015961969,0.4407600255777839,0.027543729925576278,"['BIN2', 'LILRB1']",0.9815874711723177,0,0,PanglaoDBAugmented2021
146,147,Basophils,0.9433650201230017,0.4327748996389244,0.02523163672012354,"['HCK', 'SIGLEC9']",0.9815874711723177,0,0,PanglaoDBAugmented2021
147,148,Pinealocytes,0.9457705846805834,0.3413507317933345,0.01903209547390484,['SLC7A14'],0.9815874711723177,0,0,PanglaoDBAugmented2021
148,149,Epiblast Cells,0.9486535044091028,0.33499480789200414,0.017658133613852166,['CRABP1'],0.9815874711723177,0,0,PanglaoDBAugmented2021
149,150,Merkel Cells,0.9513834274225925,0.3288700084961767,0.016390261067904425,['MDK'],0.9815874711723177,0,0,PanglaoDBAugmented2021
150,151,Mast Cells,0.9530759306531149,0.46658471889758685,0.022424389648307872,"['PDGFRB', 'OSBPL8', 'PCDH7']",0.9815874711723177,0,0,PanglaoDBAugmented2021
151,152,Oligodendrocytes,0.9537834833685914,0.4104528430371127,0.019422049764907235,"['TMEM63A', 'LGI4']",0.9815874711723177,0,0,PanglaoDBAugmented2021
152,153,Satellite Glial Cells,0.955209055207013,0.3200893226366719,0.014668111289076679,['GAS7'],0.9815874711723177,0,0,PanglaoDBAugmented2021
153,154,T Regulatory Cells,0.958734146871272,0.3117628101836932,0.013138140507180226,['BIN2'],0.9815874711723177,0,0,PanglaoDBAugmented2021
154,155,Intercalated Cells,0.9598465198079088,0.3090821950635035,0.012666770201476165,['COL28A1'],0.9815874711723177,0,0,PanglaoDBAugmented2021
155,156,Acinar Cells,0.965919565819903,0.29391383633462503,0.01019137804893963,['ANPEP'],0.9815874711723177,0,0,PanglaoDBAugmented2021
156,157,Sebocytes,0.965919565819903,0.29391383633462503,0.01019137804893963,['VAMP8'],0.9815874711723177,0,0,PanglaoDBAugmented2021
157,158,Pyramidal Cells,0.9710754818473536,0.28015648772006085,0.0082228947874143,['GAD2'],0.9815874711723177,0,0,PanglaoDBAugmented2021
158,159,Tuft Cells,0.9754525494774907,0.2676220145379024,0.006651413951594743,['HCK'],0.9815874711723177,0,0,PanglaoDBAugmented2021
159,160,Germ Cells,0.9976741397796579,0.16275214614961728,0.00037897964038345004,['MDN1'],0.9976741397796579,0,0,PanglaoDBAugmented2021
